ID,AreaType,RegionName,NVotes,Leave,Postals,Residents,Households,MeanAge,AdultMeanAge,Age_0to4,Age_5to7,Age_8to9,Age_10to14,Age_15,Age_16to17,Age_18to19,Age_20to24,Age_25to29,Age_30to44,Age_45to59,Age_60to64,Age_65to74,Age_75to84,Age_85to89,Age_90plus,White,Black,Asian,Indian,Pakistani,Owned,OwnedOutright,SocialRent,PrivateRent,NoQuals,L1Quals,L4Quals_plus,Students,Unemp,UnempRate_EA,HigherOccup,RoutineOccupOrLTU,Density,Deprived,MultiDepriv,C1C2DE,C2DE,DE
245,E07,East of England,5315,1397,P,9425,3804,36.3,42.5,5.4,2.7,1.8,4.6,1.2,2.8,4.9,11.2,10.4,22.9,15.6,3.7,5.8,4.5,1.8,0.9,79.3,3.3,14,3.3,0.6,47.7,19.1,21.1,29.6,15,7.9,43.9,16.3,2.4,3.4,49.2,31.5,50,54.9,19.8,62.5,31.6,17.5
246,E08,West Midlands,7474,5172,P,13262,5555,42.3,50.9,5.1,3.4,2.2,6,1.2,2.7,2,4.9,5.1,18.9,20.7,7.3,11.6,6.7,1.4,0.7,95.1,1.8,2.3,1.3,0.1,75,30.5,14.4,9,29.9,14.1,20.1,2.3,4.7,6.8,30,44.9,17.4,59.2,26.5,80.7,51.6,23.1
247,E08,North West,7826,3614,P,12454,5330,42.2,50.9,5.1,3.5,2.2,6,1.2,2.9,2,4.8,4.8,19.3,21.6,6.6,10.4,7,1.8,0.9,94.5,1.3,3.3,1,0.6,84.6,31.8,3.3,10.7,17.1,12.7,32.3,3.4,2.8,3.9,41.3,30.5,30.3,49.2,17.8,71.3,36.2,15.4
248,E07,West Midlands,2212,1558,P,4303,1752,41.8,49.5,4.5,3.2,1.7,6,1.5,2.1,2.7,5.8,5.3,18.8,21.9,8.1,12.2,5,0.8,0.4,97.3,1,1.4,0.5,0,80.3,33.8,10,8.2,27.2,15.8,17.3,2.9,3.4,4.9,26.7,44.3,3.9,58.5,26.6,84.5,55.7,24.7
249,E08,North West,5863,3678,P,15061,7453,36.6,45.2,8.2,3.6,2.1,5.6,1.2,2.2,2.8,8.3,8.1,20.6,19.4,5.5,6.3,4.3,1.1,0.6,92.2,3,4.2,0.3,1.9,35.8,11.6,47.3,13.8,37.7,17,12.3,3.1,9.6,15,17,64.6,29.4,74.7,43.4,92.2,69.3,45.5
250,E07,North West,2670,1504,NP,4744,2059,44.5,51.9,4,2.8,1.8,5.3,1.3,2.3,2,4.1,3.9,18.6,23.2,9.4,12.9,6.4,1.3,0.6,98.8,0.2,0.7,0.2,0,93.3,40.6,0.9,5,16.2,11.3,27.2,1.8,2.3,3.3,38.6,36.6,4,49.1,17.8,75.6,43.4,15.3
251,E09,London,5939,2800,P,12370,4021,34.9,42.8,7.2,3.7,2.2,5.8,1.5,2.7,2.6,8.4,10.6,23.9,16.7,4.3,6.2,3.3,0.7,0.4,22.6,7.7,61.8,39.8,8.2,56.9,20.7,14.1,27.2,16.1,11.8,33.4,8.8,5,7.2,30.4,43.5,63.3,67,29,79.7,52.3,28.7
252,E08,North West,4618,2649,P,12747,4766,34.4,46.5,10.1,5,3.4,8,1.8,3.5,3.2,6.6,7.7,17,15.4,4.7,6,4.9,1.7,1,88.1,4,4.3,0.8,1.4,54.6,20.3,18,25.5,28.6,13.1,22.9,6.1,4.8,7.5,32.8,41.1,41.3,62.5,30.4,73.6,41.8,26.9
253,E06,East Midlands,7804,2905,P,14802,6120,41.6,50.7,5.9,3.8,2.2,5.7,1.3,2.5,2,5.3,4.9,19.9,20.3,6,9.3,7.4,2.4,0.9,73.4,4.3,19.8,7,7.6,79.6,35.3,7.5,12.1,18.2,10,39.3,5.5,3.4,4.9,46.6,29.1,27.4,49.6,19.1,62.5,32.7,18.1
254,E06,East of England,2625,1200,P,4057,1635,43.2,52.9,3.8,3.6,2.6,7.9,2,2.5,2.1,3.7,2.6,16.8,24.2,8.2,10.8,6.8,1.4,1.1,95.9,0.8,2.5,0.6,0.1,81.2,36,6.9,10.8,13.8,10.5,41.6,2.7,2.6,3.7,49.5,22.5,1.1,40.9,12.9,57.6,27.6,11.2
255,E08,Yorkshire and The Humber,6854,3710,P,11355,4929,41.9,50.5,5.6,3,2.2,6,1.3,2.3,1.7,4.9,5,19.6,22.7,7.2,9.6,6,1.8,0.9,97.4,1,1.3,0.5,0.4,81.2,31.3,5.9,12,18.3,13.2,30.1,2.3,2.8,3.8,41.3,32,9.3,48.8,18,71.4,36.2,16.7
256,E06,South East,7326,4565,P,13888,5627,38.6,48.1,7,3.8,2.4,6.6,1.3,2.7,2.7,6.7,6.1,19.6,19.5,5.7,8,5.3,1.8,0.9,93.1,1.5,4.7,1.7,0.2,65.4,24.1,21.4,11.9,25.1,14.3,21.5,3.9,4.3,6,30.3,45.1,31.2,59.1,26.6,80.7,52.5,28.5
257,E07,North West,2582,1664,NP,6058,2784,38.5,47,6.3,3.1,2.3,6.3,1.4,2.9,2.6,6.4,6.9,21.1,20.2,6.1,9.1,3.8,1,0.5,98.6,0.3,0.9,0,0,65,21.6,23.4,10.2,27.7,15.7,15.1,2,6.1,9.1,20.8,59.8,13.6,65.3,36.6,88.1,66.3,38.1
258,E09,London,6501,4199,P,12580,5200,43.8,52.4,4.6,2.9,2.2,6.3,1.3,2.7,2.3,5.6,4,17.4,20.6,6.6,9.9,10.4,2.4,0.8,94.4,1.5,3.4,1.2,0.2,88.8,39.1,4.1,6.4,22.2,15.8,23.3,3,2.7,3.9,39.1,27.4,19.7,54,21,71.6,34.6,13.9
259,E08,North West,5630,3684,P,10249,4507,41,49.8,5.9,3.4,1.9,6.2,1.4,2.5,2.2,6.1,6.1,19.2,18.7,6,11,6.9,1.6,0.8,95.1,2.4,2,0.2,0.6,68.4,26.4,17.4,13.2,31.4,15.5,13.8,3,4.6,6.8,23.4,50.4,41.5,65.7,31.9,89.1,58.8,30
260,E08,West Midlands,6726,5017,P,15079,6191,37.7,46.8,6.8,4,2.5,6.4,1.5,2.8,2.5,7.2,7.7,20,18.4,5,8.3,4.9,1.3,0.7,81.9,5.4,11.8,2.8,6.7,59.7,24.6,27.2,11.2,36.9,15.8,12.2,3.1,7.7,11.6,18.5,61.1,29.1,71.5,38.3,91.4,68.8,39.7
261,E08,West Midlands,6343,3652,P,10917,4976,46.1,53.6,4.5,2.6,1.6,4.6,1.1,2.3,2,4.4,5.3,17.4,20.3,7.3,12.5,9.5,3.1,1.5,82.4,3.4,12.8,8.6,1,78.1,37.9,10.3,9.8,22.7,11.4,33.8,3.2,3.8,5.6,42.6,31.3,27.2,55.2,21.6,67.2,34.9,16.4
262,E06,North West,2895,1854,P,5953,2236,35.4,44.9,7,4.9,2.7,7.1,1.6,2.7,2.1,4.9,5,27.5,21.2,4.7,5.1,2.7,0.5,0.3,96,0.7,2.9,0.8,0.6,89.9,19.6,0.5,9.1,13.8,14.7,28.1,3.7,2.1,2.6,37.8,34.2,23.9,40,12.1,77.7,42.3,16.3
263,E07,East of England,4686,1956,P,7910,3330,38.7,47.1,6.5,3.7,2,5.6,1.3,2.5,2,5.2,6.6,24.5,20.4,5.7,7.1,4.7,1.5,0.5,82.3,5.6,10,5,0.9,69,22.8,17.3,12.4,17.9,13.7,34.8,3.5,4.2,5.5,42.2,34,23,48.4,18.6,69.9,39.8,19.6
264,E08,West Midlands,9320,5087,P,24420,10371,36.2,44.5,7.4,3.6,2.2,5.9,1.2,2.5,2.8,8.2,9,22.2,18.3,4.4,6.1,4.4,1.2,0.7,59.9,19.1,19,4.2,9.3,57.3,20,15.1,25.1,28.5,14,20.6,6.1,7.9,11.4,25.7,53.4,53.8,66.5,34.3,86.7,57.3,35
265,E09,London,4993,1568,NP,14935,6036,35.4,43.4,7.4,3.5,2.5,6,1.2,2,1.8,7.4,10.7,26.3,16.5,3.9,5.5,3.9,1.1,0.7,56.5,18.1,16.8,3.9,1.9,32.8,12.8,31.8,31.3,16.2,8.7,39.4,7.5,5.8,8.1,40.3,36.3,89.1,65.8,32.4,73.6,42.3,25.6
266,E07,South East,3366,1238,NP,7030,3038,42.6,51,5.5,3.2,1.9,5.7,1.1,2.3,1.8,4.7,5.8,20.6,21.4,6,8.2,7,2.8,2,94,0.9,3.8,0.8,0.1,70,28.3,11.2,16.8,13.8,9.6,43.4,2.4,3.2,4.2,51.6,23.8,17.9,44.3,15.4,58.9,28.5,11.2
267,E06,East of England,2433,1322,P,3252,1236,33.6,43.9,9.6,4.7,3,7,1.6,2.7,2.5,4.5,7.2,26.4,17.4,4.7,5.4,2.6,0.6,0,85.4,7.1,6.5,2.8,1,63.6,14.4,24,9.4,17,19.6,22.9,2.6,5.1,6.6,33.4,41,3.7,52.2,19.9,81.6,51.8,24.6
268,E09,London,5034,1984,P,14243,5229,31.8,40.4,9,4.4,2.6,6.8,1.5,2.4,2.4,9.2,11.8,24.5,15.1,3,4.4,2.3,0.5,0.3,36.5,30,27.1,3.7,13.7,32.9,11.8,33.4,31.4,21.1,12,28.5,10.7,7.4,10.9,24.9,48.7,71.8,73.3,35.8,86.2,57.3,36.2
269,E07,East of England,3236,2332,P,7257,2982,36.1,45.7,8,3.7,2.7,6.6,1.4,3.2,2.2,6.3,7.7,22,18.4,4.8,7.6,4.3,0.7,0.3,88.6,7.4,3.1,0.5,0.2,49,13.7,38.6,10.4,27.9,20.3,14.7,2.9,6.7,9.4,24.2,54,51.3,66,29.8,89,61.3,33.8
270,E08,North West,4645,2979,P,10129,4663,38.7,47,6.6,3.3,2,6.1,1.2,2.5,2.6,8,7.2,19.6,20.1,5.8,8.1,4.7,1.5,0.7,94.6,2.2,2.8,0.1,1.4,57.7,19,23.7,16.9,32.6,16.2,13.8,3.2,6.9,10.1,21.9,55.4,20.8,67.8,36.6,90,62.7,37
271,E07,East of England,4355,1627,P,6524,2624,40.6,49.9,5.7,3.2,2.3,7.4,1.4,3,2.1,4.9,5,19.5,22,6.2,7.8,7.5,1.4,0.5,90,2.6,6.4,1.6,1.1,80.3,32.2,9.4,9.3,13.3,10.6,40.7,3.9,2.7,3.6,50.5,24.1,34.3,45.8,15.7,59.4,29,13
272,E08,North West,7970,3963,P,15639,6920,39.8,48.5,6.3,3.4,2.2,5.9,1.4,2.6,2.6,6.4,6.6,18.8,20.6,6.4,8.9,5.7,1.4,0.8,97.1,1,1.6,0.3,0,67.1,25,6.8,25.2,27,15.6,18.5,3.6,6.4,9.6,25.2,51,73,64.8,31.9,86.9,55.1,31.2
273,E06,South East,3773,1806,P,5881,2014,37.5,49.1,4.7,2.8,2.3,9.6,3.3,8.2,3.7,4,3.8,17.2,20.4,5.6,7.9,4.6,1.3,0.6,94.8,1.4,3.3,0.6,0.2,81.5,29.7,3.3,9.7,13.1,11.5,35.2,4.4,2,2.9,51.3,22.6,11.6,37.8,10.9,57.5,27.5,10.4
274,E06,South West,5704,3401,P,8890,3715,43,51.5,5.3,3.1,2.2,5.4,1.4,2.5,2.1,5.1,4.9,18.9,20.5,7.4,10.6,7.2,2.1,1.3,98.4,0.5,0.9,0.1,0,78.8,29.6,10.7,9.3,21.7,14,23.3,2.8,2.9,4.1,32.6,41.4,22.3,55,22.1,81,47.8,20.2
275,E09,London,5760,1886,P,13424,5281,34,43,9.3,4.5,2.5,5.9,1.2,2.2,1.9,6.8,8.7,27.5,16.9,3.5,4.7,3.2,0.9,0.4,49.6,23.7,21.1,2.9,10.7,44.9,13.6,28.1,25.2,20.8,11.9,33,6.9,6.7,9.5,34.3,41.2,74.7,65.8,32.7,77.8,47.3,27.9
276,E07,South East,3614,2013,P,5176,2120,43.9,52.5,5.1,3.1,1.9,6.6,0.8,2.1,1.7,3.6,3.7,18.1,23.6,8.1,12.7,6.8,1.4,0.7,97.4,1,1.1,0.4,0,80.3,38.6,6.5,10.7,20.2,12.6,30.4,2,2.4,3.5,40.4,29,1,49.6,17.4,68.6,35.5,14.6
277,E08,North West,4809,2651,P,12305,5523,35.5,44.3,8.3,4.2,2.2,6.1,1.1,2.4,2.6,8,8.5,22.2,18.1,5.2,6.3,3.4,1,0.5,70.3,2.9,26.3,3.7,15.2,43,15.5,32.8,22.7,33.4,16.3,13.6,4.3,7.1,11.2,16.4,63.5,29.8,72.9,41.6,93.1,70,47.4
278,E08,North West,5718,3465,P,11154,5040,39.6,48.2,6.8,3.6,2,5.5,1.3,2.4,2.3,6,7.2,20.3,18.9,6,9.8,5.8,1.3,0.6,93.8,2.9,2.8,0.5,0.4,63.7,24.3,21.7,13.5,29.5,15.5,16.1,3.1,4.9,7.2,24.7,49,33.4,63.5,31.3,87.3,56.4,30.3
279,E09,London,5699,1628,P,13970,5440,33.4,41.3,9.4,4.1,1.9,4.8,0.8,1.9,2.3,8.3,11.4,28.6,14.4,3.3,4.4,3,0.9,0.5,50.1,20,23.8,2.7,12.6,39.1,13.3,25.5,33.1,19,10.9,36.4,8.4,7.4,10.3,34.5,42,130.6,66.4,32.3,75.8,47,27.9
280,E07,West Midlands,1300,761,P,2255,957,44.6,52.6,4.9,2.1,1.8,5.7,1.4,2.7,2.3,4.8,3.4,16.4,23.3,8.8,13.4,7,1.3,0.8,97.1,0.7,1.9,0.8,0,78.5,37.7,12.1,8.3,18.6,11.7,35.1,2.9,2.4,3.4,44.5,27.6,1.3,46.8,15.5,63,33.7,14.2
281,E08,North East,5575,3407,P,12601,5342,39.5,48.4,6.3,3.6,2.3,6.3,1.1,2.5,2.3,5.3,5.9,21.3,20.9,6.5,8.7,5.1,1.2,0.5,98.2,0.3,1.2,0.6,0.1,69.3,23.5,21.2,9,27,15.9,19,3.1,4.9,7.3,26.2,50.1,9.2,60.7,29.8,85,55.4,29.9
282,E07,East of England,4653,1192,P,7634,3676,36.1,42.3,8.3,3.2,1.3,2.9,0.5,1,0.9,5.8,13.6,33.5,14.9,3.5,5,3.2,1.2,0.9,87.2,3.2,8,1.8,0.6,55.6,18.6,12.2,30.4,8.5,6.5,61.2,3.4,3.4,4.1,63.7,19.1,61,41.8,14.8,46,18.4,10.1
283,E06,South West,6794,3396,P,12730,5243,39.6,46.4,4.6,2.5,1.8,5.6,1.2,2.6,3.2,12.1,7.2,18,18.6,5.7,8.2,6,1.5,1.2,95.6,1.2,2.2,0.3,0.1,68,24.7,4.5,26.5,15.1,10.1,31.1,12.5,3.3,4.8,39.8,33.8,52.7,51.3,18.2,75.4,32.5,15.6
284,E09,London,4301,1169,NP,11496,5466,38.4,44.4,6.2,2.7,1.7,3.8,0.6,1.4,1.1,5.8,11.9,29.7,17.7,4.4,6.4,4.2,1.5,0.8,76.8,5.7,12.4,3.8,1,50,22.9,12.9,35.7,9.9,6.1,55.4,4.4,3.4,4.4,59.7,19.1,66.6,49.8,19.1,52.7,21.4,11.5
285,E09,London,3779,2115,NP,12381,3946,34.1,42.4,7.8,3.8,2.5,5.9,1.4,2.6,2.7,8.9,11.3,22.9,16.1,4,5.8,3.4,0.7,0.2,26.1,10,59,32.3,11.2,45,17.6,24.7,28.2,20.2,13,26.2,9.5,5.3,7.8,22.7,53.9,46.7,75,35.9,88.8,61.7,36.5
286,E09,London,5353,1399,P,13997,5561,33.5,40.4,6.3,3.5,2.3,5.9,1,2.3,2.8,9.3,12.4,27.5,14.9,3.2,4.8,2.8,0.6,0.3,54.8,23,14.7,3.2,1.1,26.7,10.6,36.8,32.5,20.8,9.4,33.8,11.6,6.8,10,30.5,46.4,116.8,73.1,38.6,81.2,51.8,34
287,E07,South East,2965,1959,P,3451,1395,46.5,54.4,3.5,2.2,1.9,5.8,1.8,2.6,2.6,4.7,2.6,15.2,20.6,9.7,15.2,9.1,1.6,0.8,96.3,0.6,2.6,1.8,0,92.1,43.3,1.1,6,21.9,15.4,22,2.3,2.7,4.1,36.7,30.7,4.7,54.5,16.4,76.2,40.7,12.9
288,E08,North West,6961,4150,P,14518,6370,37,45.8,7.6,3.7,2.1,6.3,1.3,2.3,2.5,6.7,7.8,21.8,19.7,5.6,7.4,3.9,0.9,0.5,93.3,3.2,2.6,0.3,1,68.2,21.1,13.9,16.2,26.7,17.7,17.6,3.4,4.8,6.6,25.7,47.4,60.7,61.2,28.9,87,56.3,28.3
289,E07,West Midlands,1207,762,P,2234,891,45.5,53.5,2.7,3.3,2.1,6.4,1.3,2.7,2.2,4.6,2.7,15.9,24.4,7.6,13.8,7.6,1.7,1,96.8,0.7,1.9,0.9,0,71.2,37.5,10.5,16.2,25.2,14.5,26.2,2.5,3.2,4.6,38.7,27.8,0.5,54.2,19.8,71.9,39.8,15
290,E06,East of England,2291,1268,P,3581,1478,43.5,51.5,4.3,2.6,1.7,6.3,1.3,2.7,1.7,4.6,3,17.8,27.1,8.6,11.5,5.1,1.3,0.4,97.1,0.8,1.5,0.4,0,78.2,32.8,8.3,10.3,18.1,13.1,33.2,1.8,2.5,3.5,42,28.4,0.4,45.1,16.7,66.4,39.4,13.8
291,E08,North East,4588,2686,P,9102,4052,42.1,50.5,5.9,3,2.1,5.2,1.3,2.5,2.5,6.2,5.4,17.8,21.5,6.7,9,7.4,2.1,1.2,97.6,0.4,1.6,0.3,0.2,63.2,24.4,27.7,6.5,26.4,13.1,21.2,3.8,6.3,9.3,28,49,33.9,61.3,27.8,83.4,54.5,29.7
292,E08,North East,4965,3181,P,10579,4890,40.6,48.8,6.2,3.1,2.2,5.5,1.1,2.3,2.3,7,6.7,18.2,21.8,6.2,8.9,6.5,1.4,0.8,98.6,0.6,0.7,0.2,0.1,47.1,18.4,37.6,14.6,38.5,16.3,11.6,3,7.6,12.2,16,65.2,27.8,73,42.3,92.6,69.3,45.5
293,E09,London,5169,1049,P,11789,5346,35.7,41.4,6.2,2.7,1.6,3.9,0.7,1.7,1.7,7.3,14.8,30.5,14.9,4.4,5.6,2.9,0.7,0.4,71,8.8,13.6,3.3,0.9,41.7,18,17.1,39.7,9.2,5.8,57.8,6.8,4.4,5.8,58.5,22.7,120.3,57.9,23.5,54.7,22.8,14.6
294,E08,West Midlands,5346,3984,P,13830,5152,34.3,45.4,9.3,5,3.4,7.7,1.5,2.9,2.6,6.9,7.4,19.6,17.1,4.6,6.8,3.6,1,0.6,83,6.1,10.1,1.4,5.5,43.5,15.1,40.9,13.9,45.8,14.8,9.3,3.5,10.5,17.2,13.2,70.6,34.4,77.8,44.2,94.3,76.2,47
295,E08,North West,3927,1598,P,11563,3780,31.8,42.2,9.4,4.9,2.9,8.1,1.6,3.6,3.3,8.5,9.1,21.3,15.3,3,4.5,3.1,1,0.4,24.4,3.8,70.3,1.1,59,58.7,28.7,19.6,17.9,34.1,14.4,15.9,8,8.3,15.5,13.4,65.8,51.8,80.8,47,91.7,71.6,55.3
296,E09,London,6275,4344,P,12703,5514,40.6,48.6,5.9,3.2,1.9,5.2,1.3,2.6,2.3,6,6.4,21.3,20,6.4,8.7,6,1.8,0.9,89.9,4.5,4.5,1.7,0.5,73.6,27.5,14.7,10.8,25.8,16.6,20.6,3.4,4.8,6.8,31.8,36.7,17.2,60.2,26.7,81.1,45.5,20.4
297,E08,Yorkshire and The Humber,5628,3574,P,12220,5997,39.4,47.1,6.5,3.1,1.8,5.2,1.2,2,2.7,6.7,8.1,21,20,5.7,8.2,5.5,1.4,0.8,94.7,1.4,3.4,1.3,1,58.1,19.9,18.6,21.9,28.4,14.9,18,2.9,7,9.8,24.6,53.5,18.6,66.3,32.1,85.4,57.3,31.7
298,E09,London,6771,3601,P,14437,5350,34.3,44.8,8.6,5.1,2.8,7.3,1.7,3.4,2.9,6.8,7.2,21.5,17.3,3.9,6.1,3.7,1.3,0.5,62.1,23.6,7.9,1.3,0.5,51,16.8,27.1,19.7,30.2,15.4,17.9,6.3,7.4,11.3,23.2,52.8,65.6,72.9,36.6,88.7,59.5,36.3
299,E08,North East,4161,2534,P,8114,3653,42,48.9,4.6,2.8,1.6,4.7,1.2,2.4,2.6,6.7,6.8,19.5,23.1,5.9,8.5,6.5,2,1.1,94.5,0.8,3.4,0.7,1,74.1,28,9.7,14.8,20.7,13.2,26.4,5.7,4.9,7,33.8,42.3,59.6,53.9,22.8,79.2,46.1,23.1
300,E09,London,4927,1244,P,11892,4613,31.4,35.9,4.7,3.4,1.9,3.9,0.5,1.5,10.2,18.8,12.1,20.9,11.5,3.3,3.8,2.5,0.5,0.3,50.8,12.6,30.6,3.7,1.2,14.5,7.5,52.8,29.8,12.1,6.7,39.7,37.5,4.9,9.4,43.1,38.7,200.1,75,32.4,75.3,33.5,23.9
301,E08,Yorkshire and The Humber,9405,5170,P,16441,7231,43.9,51.9,4.9,2.8,2.1,5.5,1.1,2.3,1.9,4.4,5,18.8,21.7,7.9,11.3,7.6,1.8,1.1,97.2,0.5,1.8,0.7,0.4,81.2,34.5,4.1,13.3,19.1,11.6,31.1,2.4,2.1,2.9,39.2,33,3.4,48,17.2,73.6,42.2,16.5
302,E07,East of England,2428,959,P,4866,1962,41.8,51.3,5.7,4,2.5,6.1,1.2,2.7,2,4.3,3.9,20.3,20.5,7.8,9.7,6.3,2.1,1,97.1,0.9,1.7,0.3,0,74.9,28.3,13.9,9.1,17.3,11.8,37.7,2.6,2.8,3.7,46.6,28.8,2.1,45.5,14.9,62.7,33.8,14.9
303,E06,South East,7581,3326,P,14805,6035,39.8,49.9,6.4,3.8,2.5,7.4,1.5,3,2.5,5.4,4.9,18.5,20.2,5.9,8.6,6.5,1.9,0.9,87.8,3.5,5.2,0.6,0.5,62.9,24,24.4,11.1,26.7,15.2,22,3.5,4,5.8,30.9,40.3,21,63.3,29.6,80.5,49.4,25.6
304,E08,North East,4723,3109,P,8293,3712,41.9,49.9,4.9,2.7,1.7,5.8,1.3,3.1,2.6,6.6,5.7,17.6,22.4,5.9,8.8,8.1,1.9,0.8,98.3,0.4,1,0.2,0,60.2,19.1,33.5,5.7,34.2,16,12.8,3.1,6.5,9.8,20,61,37.8,68.4,37.4,91.3,65.1,37.4
305,E07,East of England,5158,1631,P,7925,3070,35,43.9,7.5,4.3,2.6,6.6,1.3,2.4,1.7,5.6,8.6,27.3,17.7,4.4,5.5,3.3,0.6,0.4,80.7,3.2,13.7,2.4,2.9,73,22.5,7.5,18.4,10.9,9.2,48.7,4.7,3,3.8,55.1,23.9,63.6,40.4,12.7,54.9,26.9,14.2
306,E09,London,7163,3835,P,12295,4932,41.9,51.3,5.8,3.4,2.2,6.5,1.3,2.8,2.2,4.8,4.3,17.9,21.8,7.4,9.8,7,1.8,1,84.6,7.2,6.4,2,0.4,80.6,30.6,11.7,6.4,18.2,14.9,30.3,3.1,4,5.7,43,26.9,16.3,52,18.9,70.2,33.9,14.7
307,E09,London,7644,3617,P,15856,7028,36.9,44.3,7.9,3,1.9,4.6,0.9,1.8,1.8,6.4,10.6,26.7,17.9,4.6,6,4.5,1,0.6,68.7,13.3,14.9,5.9,1.6,61.8,21.9,8.7,27.6,12,11.4,42.1,4.1,4.8,6.2,48,25.5,46.1,51,18,65.2,29.4,14
308,E09,London,6203,4446,P,12518,5148,41.3,49.7,5.3,3.1,2.3,6.1,1.2,2.7,2.7,6.3,5.5,18.4,20.8,6.2,9.3,7.6,1.8,0.6,86.3,7.1,5.9,2.3,0.6,76.1,29.6,13.3,9.6,29.6,16.8,16.5,3.2,4.6,6.5,27.3,41.6,35,64,28.7,84.3,50.3,23.6
309,E06,South East,6878,4496,P,18720,7731,33.9,40.8,7.7,3.6,1.9,4.5,1,2.2,8.2,13.5,9.7,18.3,13.1,3.8,6.5,4.3,1.1,0.6,81.5,4.7,10.4,1.6,0.3,15.9,5.4,65.7,14.4,31.5,13.4,13.4,19.7,7,12.3,19.9,61.1,56.7,80.7,45.9,92.3,62.8,44.7
310,E09,London,6399,4140,P,9992,3926,40.3,49.1,5.7,3.5,2.2,6.4,1.2,2.9,2.2,5.9,4.9,19,22.1,7.9,9.8,5,1,0.5,95.9,1.9,1.6,0.5,0.1,88.5,30.6,4.1,6.2,18.3,17.7,23,2.4,3.2,4.2,36.1,29.1,12.4,49.6,14.9,77.7,39.1,12.8
311,E08,North West,5871,3870,P,10649,4636,42.7,50.8,5,2.8,2.1,5.5,1.4,2.5,2.2,5.5,5.4,17.7,21.1,8.3,12.7,6,1.4,0.5,96,1,2.6,0.4,0.5,81.8,34.2,8.5,8.4,23.9,13.4,21.9,2.9,3.1,4.6,32.7,41.2,22.3,55.9,22.8,80.9,49.2,22.1
312,E09,London,7503,4069,P,14693,6170,43.5,53,4.5,3.3,2.2,7.2,1.5,3.2,1.9,4.3,3.7,17.7,20.7,6.8,10.7,9.1,2.3,0.9,90.5,1.9,6.4,2.2,0.4,84,37.2,8,7.1,18.1,13.5,31,2.8,2.7,3.9,45.1,23.7,21.5,50.9,17.1,66.2,27.5,11
313,E09,London,6262,1711,P,12447,5838,36.6,42.7,6.6,3.1,1.5,3.8,0.8,1.3,1.2,4.1,12.7,33.5,17.8,4.5,5.2,2.8,0.6,0.3,82,6.2,7.2,1.6,0.3,53.7,20.2,8.9,35.7,6.4,4.4,67,4.4,3.8,4.6,67.2,13.6,88.7,45.1,13.7,48.9,14.5,7.8
314,E08,Yorkshire and The Humber,6437,3831,P,11725,5273,40.1,48.5,5.9,3.9,2.1,5.6,1.2,2.3,2.2,6.2,6.4,20.6,20.1,6.5,9,5.4,1.5,1,93.4,1.3,5,0.6,3.2,66.5,24.7,14.6,17.4,25.2,15.6,20.9,2.8,5.4,7.6,28.3,47,13.7,60.3,27,84.1,53,27.7
315,E08,Yorkshire and The Humber,6443,3320,P,10697,4745,41.5,50.2,5.4,3.2,2.1,6.5,1.3,2.5,2.4,4.7,4,19.4,23.8,7.4,9.5,5.7,1.4,0.6,98,0.7,1,0.2,0.3,76.1,32.1,8.9,13.7,18.9,12.1,33.3,3.2,3.6,5,41,32.8,2.2,51.2,21.4,71.1,41.3,19.1
316,E06,South West,6942,4498,P,13083,5478,39.8,49.1,6.9,3.7,2.3,6,1.5,2.4,2.4,5.6,6.6,19.4,18.4,5.8,10.7,6.7,1.1,0.5,97.5,0.4,1.5,0.3,0.1,62.8,22.2,21.7,13.8,27.1,15,17.8,3,4.1,6.1,25.6,51.4,30.1,62.1,27.8,86.3,57.7,29.2
317,E07,East of England,4413,1669,P,7735,2892,36.7,47.2,8.5,4.8,2.8,6.5,1.2,3,2.2,4.5,5,25.6,18.5,4.6,5,4.6,1.9,1.3,84.2,4,10,1.4,1.1,65.1,20,27.1,7,17.5,11.3,41.7,3.7,3.2,4.2,50,28.6,37,46.7,19,60.8,33.5,18.7
318,E08,Yorkshire and The Humber,6300,2450,P,17192,5229,32.9,44.3,8.6,5.4,3.7,9.3,1.7,3.2,3,6.7,8.1,21.2,14.4,4,5.1,3.7,1.3,0.7,35,2.4,60,3.2,49.7,73,24.7,9,16.3,27.9,12.9,25.5,7.6,6.6,10.8,26.3,50.3,29.8,65.3,30.6,82.2,55.6,38.7
319,E06,East Midlands,6699,4125,P,13671,5952,40.6,48.8,6,3.4,2,5.6,1.1,2.3,2.8,5.6,6.1,19.5,20.8,7.4,10.3,5.3,1.3,0.6,84.5,9.3,5.4,2.3,1,72,28.2,14.5,12.2,29.7,15.5,16.1,3.5,5.7,8.3,24,54,42.3,62.6,28.7,88.6,60.5,32.8
320,E08,North West,5293,3410,P,10201,4333,40.2,49,6.6,3.4,2.2,5.7,1.2,2.6,2.5,5.9,6.5,19,19.8,7.1,9.1,5.5,1.9,0.8,87,1.4,10.9,0.4,7.8,70.4,26.1,12.7,15.1,28.9,14.3,17.3,3.6,5.3,7.9,24.6,50.2,13.7,64.4,31.5,87.1,57.9,31
